Trust,Week beginning,Hospital,ICU Available,ICU Occupied,Non ICU Available,Non ICU Occupied,ED Attendances
SEHSCT,2014-12-19,Lagan Valley Hospital,0,0,539,486,333
SEHSCT,2014-12-19,Ulster Hospital,70,59,3108,2781,1543
SEHSCT,2014-12-26,Ards Hospital,0,0,140,137,0
SEHSCT,2014-12-26,Bangor Hospital,0,0,140,137,0
SEHSCT,2014-12-26,Downe Hospital,0,0,294,232,330
SEHSCT,2014-12-26,Lagan Valley Hospital,0,0,539,531,384
SEHSCT,2014-12-26,Ulster Hospital,70,53,3118,2888,1779
SEHSCT,2015-01-02,Ards Hospital,0,0,140,141,0
SEHSCT,2015-01-02,Bangor Hospital,0,0,140,141,0
SEHSCT,2015-01-02,Downe Hospital,0,0,294,279,328
SEHSCT,2015-01-02,Lagan Valley Hospital,0,0,539,587,425
SEHSCT,2015-01-02,Ulster Hospital,70,59,3168,3121,1660
SEHSCT,2015-01-09,Ards Hospital,0,0,140,135,0
SEHSCT,2015-01-09,Bangor Hospital,0,0,140,135,0
SEHSCT,2015-01-09,Downe Hospital,0,0,302,281,290
SEHSCT,2015-01-09,Lagan Valley Hospital,0,0,587,615,410
SEHSCT,2015-01-09,Ulster Hospital,70,62,3178,3105,1547
SEHSCT,2015-01-16,Ards Hospital,0,0,140,137,0
SEHSCT,2015-01-16,Bangor Hospital,0,0,140,137,0
SEHSCT,2015-01-16,Downe Hospital,0,0,308,301,331
SEHSCT,2015-01-16,Lagan Valley Hospital,0,0,623,609,389
SEHSCT,2015-01-16,Ulster Hospital,70,60,3178,3142,1572
SEHSCT,2015-01-23,Ards Hospital,0,0,140,136,0
SEHSCT,2015-01-23,Bangor Hospital,0,0,140,136,0
SEHSCT,2015-01-23,Downe Hospital,0,0,308,298,319
SEHSCT,2015-01-23,Lagan Valley Hospital,0,0,623,618,396
SEHSCT,2015-01-23,Ulster Hospital,70,62,3180,3162,1574
SEHSCT,2015-01-30,Ards Hospital,0,0,140,140,0
SEHSCT,2015-01-30,Bangor Hospital,0,0,140,140,0
SEHSCT,2015-01-30,Downe Hospital,0,0,308,293,323
SEHSCT,2015-01-30,Lagan Valley Hospital,0,0,623,605,430
SEHSCT,2015-01-30,Ulster Hospital,70,59,3178,3076,1628
SEHSCT,2015-02-06,Ards Hospital,0,0,140,136,0
SEHSCT,2015-02-06,Bangor Hospital,0,0,140,136,0
SEHSCT,2015-02-06,Downe Hospital,0,0,308,307,373
SEHSCT,2015-02-06,Lagan Valley Hospital,0,0,623,619,466
SEHSCT,2015-02-06,Ulster Hospital,70,71,3178,3139,1716
SEHSCT,2015-02-13,Ards Hospital,0,0,140,143,0
SEHSCT,2015-02-13,Bangor Hospital,0,0,140,143,0
SEHSCT,2015-02-13,Downe Hospital,0,0,308,302,332
SEHSCT,2015-02-13,Lagan Valley Hospital,0,0,623,621,422
SEHSCT,2015-02-13,Ulster Hospital,70,50,3178,3133,1595
SEHSCT,2015-02-20,Ards Hospital,0,0,140,144,0
SEHSCT,2015-02-20,Bangor Hospital,0,0,140,144,0
SEHSCT,2015-02-20,Downe Hospital,0,0,308,271,366
SEHSCT,2015-02-20,Lagan Valley Hospital,0,0,623,620,434
SEHSCT,2015-02-20,Ulster Hospital,70,55,3180,3183,1625
SEHSCT,2015-02-27,Ards Hospital,0,0,140,139,0
SEHSCT,2015-02-27,Bangor Hospital,0,0,140,139,0
SEHSCT,2015-02-27,Downe Hospital,0,0,298,244,311
SEHSCT,2015-02-27,Lagan Valley Hospital,0,0,623,583,463
SEHSCT,2015-02-27,Ulster Hospital,70,56,3178,3149,1720
SEHSCT,2015-03-06,Ards Hospital,0,0,140,136,0
SEHSCT,2015-03-06,Bangor Hospital,0,0,140,136,0
SEHSCT,2015-03-06,Downe Hospital,0,0,294,291,386
SEHSCT,2015-03-06,Lagan Valley Hospital,0,0,623,590,454
SEHSCT,2015-03-06,Ulster Hospital,70,59,3178,3035,1662
SEHSCT,2015-03-13,Ards Hospital,0,0,140,130,0
SEHSCT,2015-03-13,Bangor Hospital,0,0,140,130,0
SEHSCT,2015-03-13,Downe Hospital,0,0,294,277,309
SEHSCT,2015-03-13,Lagan Valley Hospital,0,0,623,599,449
SEHSCT,2015-03-13,Ulster Hospital,70,60,3180,3110,1609
SEHSCT,2015-03-20,Ards Hospital,0,0,140,135,0
SEHSCT,2015-03-20,Bangor Hospital,0,0,140,135,0
SEHSCT,2015-03-20,Downe Hospital,0,0,294,255,375
SEHSCT,2015-03-20,Lagan Valley Hospital,0,0,623,589,457
SEHSCT,2015-03-20,Ulster Hospital,70,56,3180,3184,1739
SEHSCT,2015-03-27,Ards Hospital,0,0,140,130,0
SEHSCT,2015-03-27,Bangor Hospital,0,0,140,130,0
SEHSCT,2015-03-27,Downe Hospital,0,0,294,263,332
SEHSCT,2015-03-27,Lagan Valley Hospital,0,0,623,577,420
SEHSCT,2015-03-27,Ulster Hospital,70,63,3178,3127,1735
SEHSCT,2015-04-03,Ards Hospital,0,0,140,127,0
SEHSCT,2015-04-03,Bangor Hospital,0,0,140,127,0
SEHSCT,2015-04-03,Downe Hospital,0,0,294,256,364
SEHSCT,2015-04-03,Lagan Valley Hospital,0,0,623,553,429
SEHSCT,2015-04-03,Ulster Hospital,70,60,3178,2987,1770
SEHSCT,2015-04-10,Ards Hospital,0,0,140,131,0
SEHSCT,2015-04-10,Bangor Hospital,0,0,140,131,0
SEHSCT,2015-04-10,Downe Hospital,0,0,294,267,366
SEHSCT,2015-04-10,Lagan Valley Hospital,0,0,581,560,499
SEHSCT,2015-04-10,Ulster Hospital,70,64,3178,3128,1779
SEHSCT,2015-04-17,Ards Hospital,0,0,140,126,0
SEHSCT,2015-04-17,Bangor Hospital,0,0,140,126,0
SEHSCT,2015-04-17,Downe Hospital,0,0,294,266,400
SEHSCT,2015-04-17,Lagan Valley Hospital,0,0,581,571,489
SEHSCT,2015-04-17,Ulster Hospital,70,60,3178,3173,1754
SEHSCT,2015-04-24,Ards Hospital,0,0,140,116,0
SEHSCT,2015-04-24,Bangor Hospital,0,0,140,116,0
SEHSCT,2015-04-24,Downe Hospital,0,0,294,248,380
SEHSCT,2015-04-24,Lagan Valley Hospital,0,0,581,535,394
SEHSCT,2015-04-24,Ulster Hospital,70,46,3178,3187,1716
SEHSCT,2015-05-01,Ards Hospital,0,0,140,128,0
SEHSCT,2015-05-01,Bangor Hospital,0,0,140,128,0
SEHSCT,2015-05-01,Downe Hospital,0,0,294,243,353
SEHSCT,2015-05-01,Lagan Valley Hospital,0,0,581,459,417
SEHSCT,2015-05-01,Ulster Hospital,70,53,3178,3160,1803
SEHSCT,2015-05-08,Ards Hospital,0,0,140,124,0
SEHSCT,2015-05-08,Bangor Hospital,0,0,140,124,0
SEHSCT,2015-05-08,Downe Hospital,0,0,294,251,372
SEHSCT,2015-05-08,Lagan Valley Hospital,0,0,581,515,513
SEHSCT,2015-05-08,Ulster Hospital,70,46,3180,3136,1728
SEHSCT,2015-05-15,Ards Hospital,0,0,140,132,0
SEHSCT,2015-05-15,Bangor Hospital,0,0,140,132,0
SEHSCT,2015-05-15,Downe Hospital,0,0,294,267,370
SEHSCT,2015-05-15,Lagan Valley Hospital,0,0,581,521,452
SEHSCT,2015-05-15,Ulster Hospital,70,60,3178,2912,1672
SEHSCT,2015-05-22,Ards Hospital,0,0,140,122,0
SEHSCT,2015-05-22,Bangor Hospital,0,0,140,122,0
SEHSCT,2015-05-22,Downe Hospital,0,0,294,266,423
SEHSCT,2015-05-22,Lagan Valley Hospital,0,0,581,463,496
SEHSCT,2015-05-22,Ulster Hospital,70,53,3180,2883,1740
SEHSCT,2015-05-29,Ards Hospital,0,0,140,110,0
SEHSCT,2015-05-29,Bangor Hospital,0,0,140,110,0
SEHSCT,2015-05-29,Downe Hospital,0,0,294,275,386
SEHSCT,2015-05-29,Lagan Valley Hospital,0,0,581,492,478
SEHSCT,2015-05-29,Ulster Hospital,70,53,3178,3058,1751
SEHSCT,2015-06-05,Ards Hospital,0,0,140,130,0
SEHSCT,2015-06-05,Bangor Hospital,0,0,140,130,0
SEHSCT,2015-06-05,Downe Hospital,0,0,294,256,345
SEHSCT,2015-06-05,Lagan Valley Hospital,0,0,581,546,457
SEHSCT,2015-06-05,Ulster Hospital,70,56,3178,3076,1780
SEHSCT,2015-06-12,Ards Hospital,0,0,140,123,0
SEHSCT,2015-06-12,Bangor Hospital,0,0,140,123,0
SEHSCT,2015-06-12,Downe Hospital,0,0,294,272,387
SEHSCT,2015-06-12,Lagan Valley Hospital,0,0,581,467,478
SEHSCT,2015-06-12,Ulster Hospital,70,58,3178,3116,1817
SEHSCT,2015-06-19,Ards Hospital,0,0,140,119,0
SEHSCT,2015-06-19,Bangor Hospital,0,0,140,119,0
SEHSCT,2015-06-19,Downe Hospital,0,0,294,261,399
SEHSCT,2015-06-19,Lagan Valley Hospital,0,0,581,460,430
SEHSCT,2015-06-19,Ulster Hospital,70,62,3180,3009,1787
SEHSCT,2015-06-26,Ards Hospital,0,0,140,113,0
SEHSCT,2015-06-26,Bangor Hospital,0,0,140,113,0
SEHSCT,2015-06-26,Downe Hospital,0,0,294,265,393
SEHSCT,2015-06-26,Lagan Valley Hospital,0,0,560,520,467
SEHSCT,2015-06-26,Ulster Hospital,70,40,3166,2994,1707
SEHSCT,2015-07-03,Ards Hospital,0,0,140,116,0
SEHSCT,2015-07-03,Bangor Hospital,0,0,140,116,0
SEHSCT,2015-07-03,Downe Hospital,0,0,294,228,370
SEHSCT,2015-07-03,Lagan Valley Hospital,0,0,523,504,478
SEHSCT,2015-07-03,Ulster Hospital,70,42,3136,2871,1752
SEHSCT,2015-07-10,Ards Hospital,0,0,140,116,0
SEHSCT,2015-07-10,Bangor Hospital,0,0,140,116,0
SEHSCT,2015-07-10,Downe Hospital,0,0,294,235,384
SEHSCT,2015-07-10,Lagan Valley Hospital,0,0,529,494,421
SEHSCT,2015-07-10,Ulster Hospital,70,34,3136,2914,1643
SEHSCT,2015-07-17,Ards Hospital,0,0,140,111,0
SEHSCT,2015-07-17,Bangor Hospital,0,0,140,111,0
SEHSCT,2015-07-17,Downe Hospital,0,0,294,254,333
SEHSCT,2015-07-17,Lagan Valley Hospital,0,0,533,511,440
SEHSCT,2015-07-17,Ulster Hospital,70,39,3136,2802,1636
SEHSCT,2015-07-24,Ards Hospital,0,0,140,122,0
SEHSCT,2015-07-24,Bangor Hospital,0,0,140,122,0
SEHSCT,2015-07-24,Downe Hospital,0,0,294,274,389
SEHSCT,2015-07-24,Lagan Valley Hospital,0,0,529,494,431
SEHSCT,2015-07-24,Ulster Hospital,70,48,3136,2959,1598
SEHSCT,2015-07-31,Ards Hospital,0,0,140,124,0
SEHSCT,2015-07-31,Bangor Hospital,0,0,140,124,0
SEHSCT,2015-07-31,Downe Hospital,0,0,294,287,403
SEHSCT,2015-07-31,Lagan Valley Hospital,0,0,539,514,460
SEHSCT,2015-07-31,Ulster Hospital,70,52,3136,2999,1752
SEHSCT,2015-08-07,Ards Hospital,0,0,140,120,0
SEHSCT,2015-08-07,Bangor Hospital,0,0,140,120,0
SEHSCT,2015-08-07,Downe Hospital,0,0,294,283,399
SEHSCT,2015-08-07,Lagan Valley Hospital,0,0,552,535,467
SEHSCT,2015-08-07,Ulster Hospital,70,46,3136,3021,1761
SEHSCT,2015-08-14,Ards Hospital,0,0,140,115,0
SEHSCT,2015-08-14,Bangor Hospital,0,0,140,115,0
SEHSCT,2015-08-14,Downe Hospital,0,0,294,261,365
SEHSCT,2015-08-14,Lagan Valley Hospital,0,0,547,486,421
SEHSCT,2015-08-14,Ulster Hospital,70,46,3136,3003,1697
SEHSCT,2015-08-21,Ards Hospital,0,0,140,120,0
SEHSCT,2015-08-21,Bangor Hospital,0,0,140,120,0
SEHSCT,2015-08-21,Downe Hospital,0,0,294,269,388
SEHSCT,2015-08-21,Lagan Valley Hospital,0,0,581,487,432
SEHSCT,2015-08-21,Ulster Hospital,70,49,3136,2943,1795
SEHSCT,2015-08-28,Ards Hospital,0,0,140,120,0
SEHSCT,2015-08-28,Bangor Hospital,0,0,140,120,0
SEHSCT,2015-08-28,Downe Hospital,0,0,294,256,358
SEHSCT,2015-08-28,Lagan Valley Hospital,0,0,581,504,454
SEHSCT,2015-08-28,Ulster Hospital,70,53,3136,3013,1753
SEHSCT,2015-09-04,Ards Hospital,0,0,140,110,0
SEHSCT,2015-09-04,Bangor Hospital,0,0,140,110,0
SEHSCT,2015-09-04,Downe Hospital,0,0,294,237,372
SEHSCT,2015-09-04,Lagan Valley Hospital,0,0,581,524,447
SEHSCT,2015-09-04,Ulster Hospital,70,54,3136,2976,1749
SEHSCT,2015-09-11,Ards Hospital,0,0,140,121,0
SEHSCT,2015-09-11,Bangor Hospital,0,0,140,121,0
SEHSCT,2015-09-11,Downe Hospital,0,0,294,273,378
SEHSCT,2015-09-11,Lagan Valley Hospital,0,0,581,545,434
SEHSCT,2015-09-11,Ulster Hospital,70,57,3138,2995,1802
SEHSCT,2015-09-18,Ards Hospital,0,0,140,104,0
SEHSCT,2015-09-18,Bangor Hospital,0,0,140,104,0
SEHSCT,2015-09-18,Downe Hospital,0,0,294,243,399
SEHSCT,2015-09-18,Lagan Valley Hospital,0,0,581,517,466
SEHSCT,2015-09-18,Ulster Hospital,70,38,3138,2890,1791
SEHSCT,2015-09-25,Ards Hospital,0,0,140,117,0
SEHSCT,2015-09-25,Bangor Hospital,0,0,140,117,0
SEHSCT,2015-09-25,Downe Hospital,0,0,294,236,385
SEHSCT,2015-09-25,Lagan Valley Hospital,0,0,581,549,481
SEHSCT,2015-09-25,Ulster Hospital,70,49,3136,3019,1824
SEHSCT,2015-10-02,Ards Hospital,0,0,140,134,0
SEHSCT,2015-10-02,Bangor Hospital,0,0,140,134,0
SEHSCT,2015-10-02,Downe Hospital,0,0,294,247,416
SEHSCT,2015-10-02,Lagan Valley Hospital,0,0,581,541,481
SEHSCT,2015-10-02,Ulster Hospital,70,52,3136,3038,1843
SEHSCT,2015-10-09,Ards Hospital,0,0,140,133,0
SEHSCT,2015-10-09,Bangor Hospital,0,0,140,133,0
SEHSCT,2015-10-09,Downe Hospital,0,0,294,270,403
SEHSCT,2015-10-09,Lagan Valley Hospital,0,0,581,560,459
SEHSCT,2015-10-09,Ulster Hospital,70,50,3136,3059,1834
SEHSCT,2015-10-16,Ards Hospital,0,0,140,133,0
SEHSCT,2015-10-16,Bangor Hospital,0,0,140,133,0
SEHSCT,2015-10-16,Downe Hospital,0,0,294,266,356
SEHSCT,2015-10-16,Lagan Valley Hospital,0,0,581,541,448
SEHSCT,2015-10-16,Ulster Hospital,70,63,3136,3035,1776
SEHSCT,2015-10-23,Ards Hospital,0,0,140,118,0
SEHSCT,2015-10-23,Bangor Hospital,0,0,140,118,0
SEHSCT,2015-10-23,Downe Hospital,0,0,294,259,360
SEHSCT,2015-10-23,Lagan Valley Hospital,0,0,581,538,433
SEHSCT,2015-10-23,Ulster Hospital,70,54,3136,2953,1701
SEHSCT,2015-10-30,Ards Hospital,0,0,140,129,0
SEHSCT,2015-10-30,Bangor Hospital,0,0,140,129,0
SEHSCT,2015-10-30,Downe Hospital,0,0,306,273,384
SEHSCT,2015-10-30,Lagan Valley Hospital,0,0,581,548,432
SEHSCT,2015-10-30,Ulster Hospital,70,53,3136,3042,1823
SEHSCT,2015-11-06,Ards Hospital,0,0,140,129,0
SEHSCT,2015-11-06,Bangor Hospital,0,0,140,129,0
SEHSCT,2015-11-06,Downe Hospital,0,0,314,283,396
SEHSCT,2015-11-06,Lagan Valley Hospital,0,0,581,546,488
SEHSCT,2015-11-06,Ulster Hospital,70,63,3136,3063,1850
SEHSCT,2015-11-13,Ards Hospital,0,0,140,121,0
SEHSCT,2015-11-13,Bangor Hospital,0,0,140,121,0
SEHSCT,2015-11-13,Downe Hospital,0,0,314,252,338
SEHSCT,2015-11-13,Lagan Valley Hospital,0,0,581,524,454
SEHSCT,2015-11-13,Ulster Hospital,70,57,3138,2966,1714
SEHSCT,2015-11-20,Ards Hospital,0,0,140,129,0
SEHSCT,2015-11-20,Bangor Hospital,0,0,140,129,0
SEHSCT,2015-11-20,Downe Hospital,0,0,314,274,318
SEHSCT,2015-11-20,Lagan Valley Hospital,0,0,581,549,456
SEHSCT,2015-11-20,Ulster Hospital,70,51,3136,3037,1846
SEHSCT,2015-11-27,Ards Hospital,0,0,140,128,0
SEHSCT,2015-11-27,Bangor Hospital,0,0,140,128,0
SEHSCT,2015-11-27,Downe Hospital,0,0,314,264,297
SEHSCT,2015-11-27,Lagan Valley Hospital,0,0,581,557,440
SEHSCT,2015-11-27,Ulster Hospital,70,58,3140,3069,1767
SEHSCT,2015-12-04,Ards Hospital,0,0,136,126,0
SEHSCT,2015-12-04,Bangor Hospital,0,0,136,126,0
SEHSCT,2015-12-04,Downe Hospital,0,0,314,285,377
SEHSCT,2015-12-04,Lagan Valley Hospital,0,0,581,533,426
SEHSCT,2015-12-04,Ulster Hospital,70,65,3140,3062,1665
SEHSCT,2015-12-11,Ards Hospital,0,0,130,110,0
SEHSCT,2015-12-11,Bangor Hospital,0,0,130,110,0
SEHSCT,2015-12-11,Downe Hospital,0,0,314,281,314
SEHSCT,2015-12-11,Lagan Valley Hospital,0,0,581,565,424
SEHSCT,2015-12-11,Ulster Hospital,70,61,3136,3027,1607
SEHSCT,2015-12-18,Ards Hospital,0,0,128,116,0
SEHSCT,2015-12-18,Bangor Hospital,0,0,128,116,0
SEHSCT,2015-12-18,Downe Hospital,0,0,314,260,317
SEHSCT,2015-12-18,Lagan Valley Hospital,0,0,581,512,370
SEHSCT,2015-12-18,Ulster Hospital,70,57,3136,2806,1586
SEHSCT,2015-12-25,Ards Hospital,0,0,140,116,0
SEHSCT,2015-12-25,Bangor Hospital,0,0,140,116,0
SEHSCT,2015-12-25,Downe Hospital,0,0,314,273,340
SEHSCT,2015-12-25,Lagan Valley Hospital,0,0,581,509,357
SEHSCT,2015-12-25,Ulster Hospital,70,62,3136,2772,1661
SEHSCT,2016-01-01,Ards Hospital,0,0,140,118,0
SEHSCT,2016-01-01,Bangor Hospital,0,0,140,118,0
SEHSCT,2016-01-01,Downe Hospital,0,0,314,291,340
SEHSCT,2016-01-01,Lagan Valley Hospital,0,0,581,575,399
SEHSCT,2016-01-01,Ulster Hospital,70,60,3138,3143,1775
SEHSCT,2016-01-08,Ards Hospital,0,0,140,122,0
SEHSCT,2016-01-08,Bangor Hospital,0,0,140,122,0
SEHSCT,2016-01-08,Downe Hospital,0,0,314,302,319
SEHSCT,2016-01-08,Lagan Valley Hospital,0,0,581,593,419
SEHSCT,2016-01-08,Ulster Hospital,70,61,3136,3140,1604
SEHSCT,2016-01-15,Ards Hospital,0,0,140,138,0
SEHSCT,2016-01-15,Bangor Hospital,0,0,140,138,0
SEHSCT,2016-01-15,Downe Hospital,0,0,314,306,325
SEHSCT,2016-01-15,Lagan Valley Hospital,0,0,581,565,440
SEHSCT,2016-01-15,Ulster Hospital,70,56,3140,3114,1597
SEHSCT,2016-01-22,Ards Hospital,0,0,140,140,0
SEHSCT,2016-01-22,Bangor Hospital,0,0,140,140,0
SEHSCT,2016-01-22,Downe Hospital,0,0,314,295,344
SEHSCT,2016-01-22,Lagan Valley Hospital,0,0,581,613,436
SEHSCT,2016-01-22,Ulster Hospital,70,56,3136,3120,1691
SEHSCT,2016-01-29,Ards Hospital,0,0,140,137,0
SEHSCT,2016-01-29,Bangor Hospital,0,0,140,137,0
SEHSCT,2016-01-29,Downe Hospital,0,0,314,302,408
SEHSCT,2016-01-29,Lagan Valley Hospital,0,0,581,587,449
SEHSCT,2016-01-29,Ulster Hospital,70,59,3136,3116,1705
SEHSCT,2016-02-05,Ards Hospital,0,0,140,132,0
SEHSCT,2016-02-05,Bangor Hospital,0,0,140,132,0
SEHSCT,2016-02-05,Downe Hospital,0,0,314,283,415
SEHSCT,2016-02-05,Lagan Valley Hospital,0,0,581,577,455
SEHSCT,2016-02-05,Ulster Hospital,70,60,3136,3145,1741
SEHSCT,2016-02-12,Ards Hospital,0,0,140,125,0
SEHSCT,2016-02-12,Bangor Hospital,0,0,140,125,0
SEHSCT,2016-02-12,Downe Hospital,0,0,314,287,350
SEHSCT,2016-02-12,Lagan Valley Hospital,0,0,581,586,405
SEHSCT,2016-02-12,Ulster Hospital,70,67,3136,3049,1774
SEHSCT,2016-02-19,Ards Hospital,0,0,140,136,0
SEHSCT,2016-02-19,Bangor Hospital,0,0,140,136,0
SEHSCT,2016-02-19,Downe Hospital,0,0,314,281,387
SEHSCT,2016-02-19,Lagan Valley Hospital,0,0,581,606,432
SEHSCT,2016-02-19,Ulster Hospital,70,54,3136,3161,1835
SEHSCT,2016-02-26,Ards Hospital,0,0,140,138,0
SEHSCT,2016-02-26,Bangor Hospital,0,0,140,138,0
SEHSCT,2016-02-26,Downe Hospital,0,0,314,300,415
SEHSCT,2016-02-26,Lagan Valley Hospital,0,0,581,607,496
SEHSCT,2016-02-26,Ulster Hospital,70,66,3136,3179,1827
SEHSCT,2016-03-04,Ards Hospital,0,0,140,124,0
SEHSCT,2016-03-04,Bangor Hospital,0,0,140,124,0
SEHSCT,2016-03-04,Downe Hospital,0,0,314,287,414
SEHSCT,2016-03-04,Lagan Valley Hospital,0,0,581,612,485
SEHSCT,2016-03-04,Ulster Hospital,70,62,3144,3171,1831
SEHSCT,2016-03-11,Ards Hospital,0,0,140,131,0
SEHSCT,2016-03-11,Bangor Hospital,0,0,140,131,0
SEHSCT,2016-03-11,Downe Hospital,0,0,314,286,431
SEHSCT,2016-03-11,Lagan Valley Hospital,0,0,581,596,476
SEHSCT,2016-03-11,Ulster Hospital,70,59,3136,3094,1850
SEHSCT,2016-03-18,Ards Hospital,0,0,140,135,0
SEHSCT,2016-03-18,Bangor Hospital,0,0,140,135,0
SEHSCT,2016-03-18,Downe Hospital,0,0,314,275,402
SEHSCT,2016-03-18,Lagan Valley Hospital,0,0,581,574,470
SEHSCT,2016-03-18,Ulster Hospital,70,61,3142,3203,1837
SEHSCT,2016-03-25,Ards Hospital,0,0,140,132,0
SEHSCT,2016-03-25,Bangor Hospital,0,0,140,132,0
SEHSCT,2016-03-25,Downe Hospital,0,0,314,263,434
SEHSCT,2016-03-25,Lagan Valley Hospital,0,0,581,568,446
SEHSCT,2016-03-25,Ulster Hospital,70,66,3136,3090,1783
SEHSCT,2016-04-01,Ards Hospital,0,0,140,136,0
SEHSCT,2016-04-01,Bangor Hospital,0,0,140,136,0
SEHSCT,2016-04-01,Downe Hospital,0,0,314,276,453
SEHSCT,2016-04-01,Lagan Valley Hospital,0,0,581,591,472
SEHSCT,2016-04-01,Ulster Hospital,70,66,3136,3189,1820
SEHSCT,2016-04-08,Ards Hospital,0,0,140,128,0
SEHSCT,2016-04-08,Bangor Hospital,0,0,140,128,0
SEHSCT,2016-04-08,Downe Hospital,0,0,314,276,426
SEHSCT,2016-04-08,Lagan Valley Hospital,0,0,581,597,474
SEHSCT,2016-04-08,Ulster Hospital,70,54,3136,3172,1748
SEHSCT,2016-04-15,Ards Hospital,0,0,140,137,0
SEHSCT,2016-04-15,Bangor Hospital,0,0,140,137,0
SEHSCT,2016-04-15,Downe Hospital,0,0,314,289,400
SEHSCT,2016-04-15,Lagan Valley Hospital,0,0,581,627,532
SEHSCT,2016-04-15,Ulster Hospital,70,63,3136,3036,1837
SEHSCT,2016-04-22,Ards Hospital,0,0,140,126,0
SEHSCT,2016-04-22,Bangor Hospital,0,0,140,126,0
SEHSCT,2016-04-22,Downe Hospital,0,0,314,289,444
SEHSCT,2016-04-22,Lagan Valley Hospital,0,0,581,594,510
SEHSCT,2016-04-22,Ulster Hospital,70,61,3138,2991,1807
SEHSCT,2016-04-29,Ards Hospital,0,0,140,137,0
SEHSCT,2016-04-29,Bangor Hospital,0,0,140,137,0
SEHSCT,2016-04-29,Downe Hospital,0,0,314,288,460
SEHSCT,2016-04-29,Lagan Valley Hospital,0,0,581,559,472
SEHSCT,2016-04-29,Ulster Hospital,70,57,3186,2955,1861
SEHSCT,2016-05-06,Ards Hospital,0,0,140,132,0
SEHSCT,2016-05-06,Bangor Hospital,0,0,140,132,0
SEHSCT,2016-05-06,Downe Hospital,0,0,314,262,450
SEHSCT,2016-05-06,Lagan Valley Hospital,0,0,581,580,513
SEHSCT,2016-05-06,Ulster Hospital,70,54,3220,3018,1872
SEHSCT,2016-05-13,Ards Hospital,0,0,140,134,0
SEHSCT,2016-05-13,Bangor Hospital,0,0,140,134,0
SEHSCT,2016-05-13,Downe Hospital,0,0,314,269,398
SEHSCT,2016-05-13,Lagan Valley Hospital,0,0,581,578,534
SEHSCT,2016-05-13,Ulster Hospital,70,53,3220,2942,1782
SEHSCT,2016-05-20,Ards Hospital,0,0,140,127,0
SEHSCT,2016-05-20,Bangor Hospital,0,0,140,127,0
SEHSCT,2016-05-20,Downe Hospital,0,0,314,290,417
SEHSCT,2016-05-20,Lagan Valley Hospital,0,0,581,557,506
SEHSCT,2016-05-20,Ulster Hospital,70,56,3220,3124,1809
SEHSCT,2016-05-27,Ards Hospital,0,0,140,109,0
SEHSCT,2016-05-27,Bangor Hospital,0,0,140,109,0
SEHSCT,2016-05-27,Downe Hospital,0,0,314,265,436
SEHSCT,2016-05-27,Lagan Valley Hospital,0,0,581,591,502
SEHSCT,2016-05-27,Ulster Hospital,70,64,3220,2954,1824
SEHSCT,2016-06-03,Ards Hospital,0,0,140,130,0
SEHSCT,2016-06-03,Bangor Hospital,0,0,140,130,0
SEHSCT,2016-06-03,Downe Hospital,0,0,314,280,451
SEHSCT,2016-06-03,Lagan Valley Hospital,0,0,581,606,533
SEHSCT,2016-06-03,Ulster Hospital,70,59,3220,3041,1971
SEHSCT,2016-06-10,Ards Hospital,0,0,140,116,0
SEHSCT,2016-06-10,Bangor Hospital,0,0,140,116,0
SEHSCT,2016-06-10,Downe Hospital,0,0,314,286,433
SEHSCT,2016-06-10,Lagan Valley Hospital,0,0,581,593,520
SEHSCT,2016-06-10,Ulster Hospital,70,56,3220,3003,1867
SEHSCT,2016-06-17,Ards Hospital,0,0,140,136,0
SEHSCT,2016-06-17,Bangor Hospital,0,0,140,136,0
SEHSCT,2016-06-17,Downe Hospital,0,0,314,272,413
SEHSCT,2016-06-17,Lagan Valley Hospital,0,0,581,579,508
SEHSCT,2016-06-17,Ulster Hospital,70,54,3220,2963,1824
SEHSCT,2016-06-24,Ards Hospital,0,0,140,134,0
SEHSCT,2016-06-24,Bangor Hospital,0,0,140,134,0
SEHSCT,2016-06-24,Downe Hospital,0,0,314,282,381
SEHSCT,2016-06-24,Lagan Valley Hospital,0,0,581,557,472
SEHSCT,2016-06-24,Ulster Hospital,70,71,3222,3040,1808
SEHSCT,2016-07-01,Ards Hospital,0,0,140,135,0
SEHSCT,2016-07-01,Bangor Hospital,0,0,140,135,0
SEHSCT,2016-07-01,Downe Hospital,0,0,314,285,370
SEHSCT,2016-07-01,Lagan Valley Hospital,0,0,581,553,452
SEHSCT,2016-07-01,Ulster Hospital,70,63,3220,3146,1812
SEHSCT,2016-07-08,Ards Hospital,0,0,140,137,0
SEHSCT,2016-07-08,Bangor Hospital,0,0,140,137,0
SEHSCT,2016-07-08,Downe Hospital,0,0,314,285,411
SEHSCT,2016-07-08,Lagan Valley Hospital,0,0,581,562,433
SEHSCT,2016-07-08,Ulster Hospital,70,57,3222,2896,1752
SEHSCT,2016-07-15,Ards Hospital,0,0,140,133,0
SEHSCT,2016-07-15,Bangor Hospital,0,0,140,133,0
SEHSCT,2016-07-15,Downe Hospital,0,0,314,269,410
SEHSCT,2016-07-15,Lagan Valley Hospital,0,0,581,576,501
SEHSCT,2016-07-15,Ulster Hospital,70,51,3224,2771,1812
